,planet,num_transits,mu,sd,prob_decay
392,wasp57,22,-0.5060639267634938,0.19033655899893187,0.9945773834075109
393,wasp58,30,1.3853530163018848,0.8718293401853284,0.05516181801062393
394,wasp6,31,0.1693104408671514,0.06377775030111571,0.005062173968146042
395,wasp60,16,-1.0193309236673296,1.5609784695469064,0.7518320247480585
396,wasp61,17,0.721783349887761,1.0715647785645601,0.2409299226736452
397,wasp62,130,-0.3570944755889353,0.17099301391769164,0.9813389195403189
398,wasp63,21,0.1878544424014703,0.9998320847571627,0.4225028640300714
399,wasp64,76,0.026372261174829874,0.07748916891420356,0.36532087020363146
400,wasp65,79,0.14224695661354744,0.08306686925242077,0.043355778199166785
401,wasp66,14,0.2865354673528463,1.5070851116920563,0.4197276873992694
402,wasp67,12,-1.6975249366152032,0.5342150837117893,0.9978641455663
403,wasp68,4,62.26736868193851,106.37576877560528,0.24194772963212038
404,wasp69,7,-0.8186064562201861,0.36014610742596415,0.9847842405830572
405,wasp7,8,1.7271336872664513,1.1481322444606423,0.061125100914352304
406,wasp71,20,0.18127506535829588,0.40306954358921326,0.31954490624613774
407,wasp72,44,0.1731141054504493,0.2918941246866079,0.27332349215253016
408,wasp73,12,-1.0742775373262874,2.078119928115207,0.7091825090811612
409,wasp74,14,-0.0311698443055918,0.23064832825002515,0.5567429076207124
410,wasp75,29,-0.09795699611449189,0.1482346707775511,0.7507510708032888
411,wasp76,48,-0.049199984886123184,0.06297135481506501,0.7858339066009253
412,wasp77a,51,-0.014854101948443409,0.015561053979394123,0.8330527795896332
413,wasp78,34,-0.06601285917888837,0.345898910442592,0.5775656374706799
414,wasp79,28,-0.8807742887020426,0.44582608997092216,0.9750661418353768
415,wasp8,6,-4.783280894566579,2.478851962821606,0.9718141252683472
416,wasp80,52,0.07242943524936014,0.09387253490492863,0.21717256623554881
417,wasp81,9,1.155149908526009,1.2372950631171518,0.15867995463193166
418,wasp82,12,0.2805285603810185,1.1803136472153113,0.39879693850446507
419,wasp83,13,0.7669053104556557,1.4595106400847153,0.2887936277621356
420,wasp84,10,9.041704191749938,4.5826843071730465,0.025876114423327636
421,wasp85a,36,-0.07544065852008958,0.19845353374475447,0.6513945470960121
422,wasp87,42,-0.005779338607675204,0.0911216647536974,0.5258372357933551
423,wasp88,8,-2.3139620907363274,2.752990535204298,0.8199028576697238
424,wasp89,9,0.1412788989794941,0.9717533310430985,0.43542327131468284
425,wasp90,8,5.408494068598477,7.313031775732847,0.20897578547691303
426,wasp91,28,0.08662792083660383,0.2127853892850951,0.3377919900941245
427,wasp92,63,0.07132309463024428,0.22712708883159002,0.3751605946838136
428,wasp93,45,-2.3008611591967294,0.30010954786583216,0.999999999708037
429,wasp94a,15,0.12842498904306812,0.5992293345931656,0.41051806178732386
430,wasp95,25,-0.06872733422362619,0.09995265530819754,0.7599510674042449
431,wasp96,23,0.21833931782544813,0.4450836198775224,0.30628871779827826
432,wasp97,31,-0.08221499001584524,0.08385340374355298,0.8408591774123244
433,wasp98,24,0.21251385930988026,0.2209504389544902,0.16172178286687217
434,wasp99,12,-4.295963981344609,2.752952118649399,0.9434604710161613
435,xo1,109,0.0926540892009126,0.06585616626153033,0.07917361136853576
436,xo2n,52,-0.1490982569406115,0.07542063693149938,0.9754560984519021
437,xo3,77,0.04035196496939137,0.13738458769598486,0.38319724189067966
438,xo4,34,-0.30565873032598023,0.7544559151086621,0.6605698746680828
439,xo5,67,1.5618981052496406,0.2448464782168023,8.316457632585535e-09
440,xo6,67,1.0315422244378767,0.4338358099859082,0.009320952840902747
441,xo7,47,-1.3767348477231156,0.8890977732265066,0.9399416673023234
