planet  transit_time 	error      	source         	ID             
WASP-36b       2459248.75268  	0.00069        	space          	WASP-36b_5011_2021-02-03_TESS
WASP-36b       2459250.29113  	0.0007         	space          	WASP-36b_5012_2021-02-04_TESS
WASP-36b       2459251.82879  	0.00066        	space          	WASP-36b_5013_2021-02-06_TESS
WASP-36b       2459253.36628  	0.00064        	space          	WASP-36b_5014_2021-02-07_TESS
WASP-36b       2459276.4293   	0.0008         	exoclock       	WASP-36b_5029_2021-03-02_Broumov_NM_Observatory_Clear_Vojtěch_Školník
WASP-36b       2459282.574    	0.0007         	exoclock       	WASP-36b_5033_2021-03-09_Deep_Sky_Chile_R_Yves_Jongen
WASP-36b       2459296.41292  	0.00086        	exoclock       	WASP-36b_5042_2021-03-22_La_Roque-Esclapon_R_Jean-Bernard_Pioppa
WASP-36b       2459302.5621   	0.0008         	exoclock       	WASP-36b_5046_2021-03-29_Deep_Sky_Chile_R_Yves_Jongen
WASP-36b       2459568.524    	0.003          	exoclock       	WASP-36b_5219_2021-12-20_P.M.P.H.R._Deep_Sky__(K81)_Lum_Paolo_Arcangelo_Matassa
WASP-37b       2455338.6196   	0.0006         	literature     	2011AJ....141....8S
WASP-37b       2455660.592    	0.0017         	etd            	WASP-37b_1150_2011-04-09_1318265119_Jose_Angel_Carrion_Rodrigo
WASP-37b       2455674.9042   	0.001          	etd            	WASP-37b_1154_2011-04-23_1303601210_Ken_Hose
WASP-37b       2455678.4816   	0.0015         	etd            	WASP-37b_1155_2011-04-26_1304353195_ESSEIVA_nicolas;_GABRY_emmanuelle;_PICHOT_charline;_SCHLEUWLY_joséphine;_PLAZANET_franck
WASP-37b       2455692.7912   	0.0012         	etd            	WASP-37b_1159_2011-05-11_1335458898_Stan_Shadick_and_Curtis_Tuplin
WASP-37b       2456050.5387   	0.001          	etd            	WASP-37b_1259_2012-05-03_1336041412_Alfonso_Carreno
WASP-37b       2456093.4694   	0.0017         	etd            	WASP-37b_1271_2012-06-14_1339753308_JOSEP_GAITAN_
WASP-37b       2456454.795    	0.003          	etd            	WASP-37b_1372_2013-06-11_1370967520_Robert_Majewski
WASP-37b       2457492.2642   	0.0022         	literature     	2021ApJS..255...15W
WASP-37b       2458225.64753  	0.000892       	literature     	2019A&A...622A..81M
WASP-37b       2458243.53184  	0.00125        	literature     	2019A&A...622A..81M
WASP-37b       2458590.5483   	0.0007         	exoclock       	WASP-37b_1969_2019-04-17_Rasteau_Observatory_Clear_Yves_Jongen
WASP-37b       2458633.4775   	0.0013         	etd            	WASP-37b_1981_2019-05-29_1559421925_Fran_Campos
WASP-37b       2458998.3802   	0.0012         	exoclock       	WASP-37b_2083_2020-05-28_Galhassin_Robotic_Telescope_1_(GRT1)_R_Alessandro_Nastasi
WASP-37b       2458998.3804   	0.001          	exoclock       	WASP-37b_2083_2020-05-28_GALHassin_Robotic_Telescope_2_(GRT2)_R_Carmelo_Falco
WASP-37b       2458998.382    	0.005          	exoclock       	WASP-37b_2083_2020-05-28_Osservatorio_Sedita_Castrofilippo_R_Danilo_Sedita
WASP-37b       2459284.58     	0.0011         	etd            	WASP-37b_2163_2021-03-11_1616425544_M._Mollica__A._Noschese
WASP-37b       2459291.7356   	0.0007         	exoclock       	WASP-37b_2165_2021-03-18_Deep_Sky_Chile_Lum_Yves_Jongen
WASP-37b       2459313.199    	0.0005         	exoclock       	WASP-37b_2171_2021-04-08_Deokheung_Optical_Astronomy_Observatory_R_Taewoo_Kim
WASP-37b       2459327.5079   	0.0011         	exoclock       	WASP-37b_2175_2021-04-23_Les_Barres_Observatory_Clear_Marc_Deldem
WASP-37b       2459352.552    	0.0007         	exoclock       	WASP-37b_2182_2021-05-18_Deep_Sky_Chile_Lum_Yves_Jongen
WASP-38b       2455335.92127  	0.00074        	literature     	2011A&A...525A..54B
WASP-38b       2457521.18172  	0.00087        	literature     	2021ApJS..255...15W
WASP-38b       2459321.6096   	0.0016         	exoclock       	WASP-38b_1131_2021-04-17_Private_Observatory_(I64)_R_Adrian_Jones
WASP-38b       2459383.4645   	0.0013         	exoclock       	WASP-38b_1140_2021-06-17_GALHassin_Robotic_Telescope_2_(GRT2)_z_Carmelo_Falco
WASP-39b       2455342.9696   	0.0002         	literature     	2011A&A...531A..40F
WASP-39b       2455695.78     	0.003          	etd            	WASP-39b_1023_2011-05-14_1312003115_Stan_Shadick_and_Curtis_Tuplin
WASP-39b       2455979.6478   	0.0006         	etd            	WASP-39b_1093_2012-02-22_1329951379_Juanjo_Gonzalez
WASP-39b       2456040.4777   	0.0017         	etd            	WASP-39b_1108_2012-04-22_1335179151_František_Lomoz
WASP-39b       2456332.45857  	0.00035        	literature     	2017ApJ...834...50B
WASP-39b       2456336.51323  	0.00033        	literature     	2017ApJ...834...50B
WASP-39b       2456368.95549  	0.00024        	literature     	2017ApJ...834...50B
WASP-39b       2456401.39733  	0.00022        	literature     	2017ApJ...834...50B
WASP-39b       2456575.77465  	0.00024        	literature     	2017ApJ...834...50B
WASP-39b       2456798.815    	0.0008         	etd            	WASP-39b_1295_2014-05-21_1400689020_J_Garlitz
WASP-39b       2457074.5734   	0.0011         	etd            	WASP-39b_1363_2015-02-21_1424514762_Martin_Zíbar
WASP-39b       2457447.6601   	0.0009         	etd            	WASP-39b_1455_2016-02-29_1456729494_David_Molina
WASP-39b       2457504.4343   	0.0008         	etd            	WASP-39b_1469_2016-04-25_1461630507_Miroslav_Smolka
WASP-39b       2457512.544637 	0.000129       	literature     	2019AJ....158..144K
WASP-39b       2457873.4644   	0.0006         	etd            	WASP-39b_1560_2017-04-29_1493568620_Matthieu_BACHSCHMIDT
WASP-39b       2458250.6072   	0.0006         	etd            	WASP-39b_1653_2018-05-12_1526325921_suricate48
WASP-39b       2458323.6006   	0.001          	etd            	WASP-39b_1671_2018-07-24_1533315354_Team_LSD
WASP-39b       2458980.5553   	0.0009         	exoclock       	WASP-39b_1833_2020-05-11_Deep_Sky_Chile_V_Yves_Jongen
WASP-39b       2459288.7563   	0.0006         	exoclock       	WASP-39b_1909_2021-03-15_Deep_Sky_Chile_R_Yves_Jongen
WASP-39b       2459333.3647   	0.0005         	exoclock       	WASP-39b_1920_2021-04-28_GALHassin_Robotic_Telescope_2_(GRT2)_Lum_Carmelo_Falco
WASP-39b       2459337.4214   	0.0005         	exoclock       	WASP-39b_1921_2021-05-02_Rasteau_Observatory_Lum_Yves_Jongen
WASP-41b       2454201.8652   	0.0018         	literature     	2016MNRAS.457.4205S
WASP-41b       2454549.838    	0.001          	literature     	2016MNRAS.457.4205S
WASP-41b       2455343.464    	0.001          	literature     	2011PASP..123..547M
WASP-41b       2455642.60026  	0.00027        	literature     	2016MNRAS.457.4205S
WASP-41b       2455654.8102   	0.0002         	literature     	2016MNRAS.457.4205S
WASP-41b       2455663.96815  	0.00024        	literature     	2016MNRAS.457.4205S
WASP-41b       2455694.49015  	0.00091        	literature     	2016MNRAS.457.4205S
WASP-41b       2455725.014    	0.0004         	etd            	WASP-41b_1369_2011-06-12_1308143390_TG_Tan
WASP-41b       2455947.84052  	0.00021        	literature     	2016MNRAS.457.4205S
WASP-41b       2455996.67838  	0.00032        	literature     	2016MNRAS.457.4205S
WASP-41b       2456014.9936   	0.0001         	literature     	2016A&A...586A..93N
WASP-41b       2456402.64891  	7e-05          	literature     	2016MNRAS.457.4205S
WASP-41b       2456402.65     	0.00021        	literature     	2016MNRAS.457.4205S
WASP-41b       2456424.0153   	0.0003         	etd            	WASP-41b_1598_2013-05-11_1368327129_TG_Tan
WASP-41b       2456698.7321   	0.0003         	etd            	WASP-41b_1688_2014-02-10_1392043625_Martin_Mašek,__Kateřina_Hoňková,__Jakub_Juryšek
WASP-41b       2456768.9376   	0.0003         	etd            	WASP-41b_1711_2014-04-21_1398113601_Phil_Evans
WASP-41b       2456808.6176   	9e-05          	literature     	2016MNRAS.457.4205S
WASP-41b       2456820.8263   	0.0005         	etd            	WASP-41b_1728_2014-06-12_1402612279_Phil_Evans
WASP-41b       2457153.53964  	9e-05          	literature     	2016MNRAS.457.4205S
WASP-41b       2457156.59146  	0.00015        	literature     	2016MNRAS.457.4205S
WASP-41b       2457159.64436  	0.00017        	literature     	2016MNRAS.457.4205S
WASP-41b       2458572.90641  	0.00028        	space          	WASP-41b_2302_2019-03-30_TESS
WASP-41b       2458575.95856  	0.00031        	space          	WASP-41b_2303_2019-04-02_TESS
WASP-41b       2458579.01065  	0.00027        	space          	WASP-41b_2304_2019-04-05_TESS
WASP-41b       2458588.16811  	0.0003         	space          	WASP-41b_2307_2019-04-14_TESS
WASP-41b       2458591.22103  	0.00025        	space          	WASP-41b_2308_2019-04-17_TESS
WASP-41b       2458594.27277  	0.00027        	space          	WASP-41b_2309_2019-04-20_TESS
WASP-41b       2459259.6973   	0.0004         	exoclock       	WASP-41b_2527_2021-02-14_Deep_Sky_Chile_R_Yves_Jongen
WASP-41b       2459311.58731  	0.00025        	space          	WASP-41b_2544_2021-04-07_TESS
WASP-41b       2459314.63986  	0.00026        	space          	WASP-41b_2545_2021-04-10_TESS
WASP-41b       2459317.691    	0.0005         	exoclock       	WASP-41b_2546_2021-04-13_El_Sauce_Observatory_Lum_Anaël_Wünsche
WASP-41b       2459317.69196  	0.00027        	space          	WASP-41b_2546_2021-04-13_TESS
WASP-41b       2459320.7452   	0.0004         	exoclock       	WASP-41b_2547_2021-04-16_Deep_Sky_Chile_R_Yves_Jongen
WASP-41b       2459320.7454   	0.0004         	exoclock       	WASP-41b_2547_2021-04-16_El_Sauce_Observatory_V_Anaël_Wünsche
WASP-41b       2459323.79757  	0.00025        	space          	WASP-41b_2548_2021-04-19_TESS
WASP-41b       2459326.84906  	0.00025        	space          	WASP-41b_2549_2021-04-22_TESS
WASP-41b       2459329.90215  	0.00025        	space          	WASP-41b_2550_2021-04-25_TESS
WASP-41b       2459366.5316   	0.0004         	exoclock       	WASP-41b_2562_2021-06-01_Deep_Sky_Chile_R_Yves_Jongen
WASP-41b       2459369.5834   	0.0003         	exoclock       	WASP-41b_2563_2021-06-04_Deep_Sky_Chile_R_Yves_Jongen
WASP-41b       2459375.6876   	0.0005         	exoclock       	WASP-41b_2565_2021-06-10_Deep_Sky_Chile_R_Yves_Jongen
WASP-42b       2455650.56803  	0.00024        	literature     	2012A&A...544A..72L
WASP-42b       2456437.67306  	0.00014        	literature     	2016MNRAS.457.4205S
WASP-42b       2456462.5814   	0.0001         	literature     	2016MNRAS.457.4205S
WASP-42b       2456472.54492  	0.00018        	literature     	2016MNRAS.457.4205S
WASP-42b       2458574.81518  	0.00049        	space          	WASP-42b_1411_2019-04-01_TESS
WASP-42b       2458579.79661  	0.00053        	space          	WASP-42b_1412_2019-04-06_TESS
WASP-42b       2458589.7601   	0.0005         	space          	WASP-42b_1414_2019-04-16_TESS
WASP-42b       2458594.74041  	0.00049        	space          	WASP-42b_1415_2019-04-21_TESS
WASP-42b       2459312.10363  	0.00047        	space          	WASP-42b_1559_2021-04-07_TESS
WASP-42b       2459317.08483  	0.00047        	space          	WASP-42b_1560_2021-04-12_TESS
WASP-42b       2459322.06713  	0.0005         	space          	WASP-42b_1561_2021-04-17_TESS
WASP-42b       2459327.04811  	0.00046        	space          	WASP-42b_1562_2021-04-22_TESS
WASP-42b       2459332.03028  	0.00042        	space          	WASP-42b_1563_2021-04-27_TESS
WASP-43b       2455528.86858  	0.00014        	literature     	2011A&A...535L...7H
WASP-43b       2455537.81648  	0.00043        	literature     	2012A&A...542A...4G
WASP-43b       2455546.7649   	0.0002         	literature     	2012A&A...542A...4G
WASP-43b       2455550.83228  	0.00014        	literature     	2012A&A...542A...4G
WASP-43b       2455559.78038  	0.00021        	literature     	2012A&A...542A...4G
WASP-43b       2455559.78092  	0.00016        	literature     	2012A&A...542A...4G
WASP-43b       2455563.84773  	0.00023        	literature     	2012A&A...542A...4G
WASP-43b       2455568.7283   	0.00018        	literature     	2012A&A...542A...4G
WASP-43b       2455576.8638   	0.00015        	literature     	2012A&A...542A...4G
WASP-43b       2455581.74412  	0.00012        	literature     	2012A&A...542A...4G
WASP-43b       2455585.81211  	0.00039        	literature     	2012A&A...542A...4G
WASP-43b       2455590.6926   	0.00017        	literature     	2012A&A...542A...4G
WASP-43b       2455599.64042  	0.00017        	literature     	2012A&A...542A...4G
WASP-43b       2455607.77515  	0.00014        	literature     	2012A&A...542A...4G
WASP-43b       2455629.74002  	0.00014        	literature     	2012A&A...542A...4G
WASP-43b       2455642.75451  	0.00016        	literature     	2012A&A...542A...4G
WASP-43b       2455643.56871  	0.00019        	literature     	2012A&A...542A...4G
WASP-43b       2455652.51581  	0.00021        	literature     	2012A&A...542A...4G
WASP-43b       2455665.53222  	0.00022        	literature     	2012A&A...542A...4G
WASP-43b       2455669.59946  	0.00025        	literature     	2012A&A...542A...4G
WASP-43b       2455676.1082   	0.0006         	literature     	2018ChA&A..42..101S
WASP-43b       2455676.1082   	0.0006         	literature     	2018ChA&A..42..101S
WASP-43b       2455682.6159   	0.0002         	literature     	2012A&A...542A...4G
WASP-43b       2455689.1234   	0.0022         	literature     	2018ChA&A..42..101S
WASP-43b       2455691.56378  	0.00013        	literature     	2012A&A...542A...4G
WASP-43b       2455700.51232  	0.00015        	literature     	2012A&A...542A...4G
WASP-43b       2455726.54336  	0.00012        	literature     	2012A&A...542A...4G
WASP-43b       2455891.67924  	0.00018        	literature     	2017A&A...601A..53E
WASP-43b       2455917.70987  	0.00019        	literature     	2014A&A...563A..41M
WASP-43b       2455934.792193 	4.3e-05        	literature     	2014A&A...563A..40C
WASP-43b       2455966.5184   	0.00036        	literature     	2014A&A...563A..41M
WASP-43b       2455979.5339   	0.00056        	literature     	2014A&A...563A..41M
WASP-43b       2456011.2591   	0.00056        	literature     	2016AJ....151...17J
WASP-43b       2456036.47752  	0.00012        	literature     	2014A&A...563A..41M
WASP-43b       2456301.669508 	7.3e-05        	literature     	2014A&A...563A..41M
WASP-43b       2456398.47306  	0.00016        	literature     	2017A&A...601A..53E
WASP-43b       2456402.539897 	8.8e-05        	literature     	2017A&A...601A..53E
WASP-43b       2456728.74255  	0.00023        	literature     	2016AJ....151...17J
WASP-43b       2456732.80936  	0.00049        	literature     	2016AJ....151...17J
WASP-43b       2456754.77378  	0.00016        	literature     	2016AJ....151...17J
WASP-43b       2456778.36467  	0.00037        	literature     	2016AJ....151..137H
WASP-43b       2456778.36469  	0.00035        	literature     	2016AJ....151..137H
WASP-43b       2456786.49928  	0.00045        	literature     	2016AJ....151..137H
WASP-43b       2456786.4999   	0.00025        	literature     	2016AJ....151..137H
WASP-43b       2456790.5668   	0.00031        	literature     	2016AJ....151..137H
WASP-43b       2456790.56728  	0.00051        	literature     	2016AJ....151..137H
WASP-43b       2456803.58254  	0.00089        	literature     	2016AJ....151..137H
WASP-43b       2456803.58268  	0.00105        	literature     	2016AJ....151..137H
WASP-43b       2456834.49439  	0.00049        	literature     	2016AJ....151..137H
WASP-43b       2457015.89837  	0.00025        	literature     	2016AJ....151...17J
WASP-43b       2457020.7796   	0.0004         	literature     	2016AJ....151..137H
WASP-43b       2457020.78023  	0.00018        	literature     	2016AJ....151..137H
WASP-43b       2457028.91466  	0.00024        	literature     	2016AJ....151...17J
WASP-43b       2457037.86178  	0.00029        	literature     	2016AJ....151...17J
WASP-43b       2457041.9298   	0.0002         	literature     	2016AJ....151...17J
WASP-43b       2457064.70746  	0.00031        	literature     	2016AJ....151..137H
WASP-43b       2457064.7077   	0.00018        	literature     	2016AJ....151..137H
WASP-43b       2457077.72325  	4e-05          	literature     	2020AJ....159...13W
WASP-43b       2457090.73888  	8e-05          	literature     	2020AJ....159...13W
WASP-43b       2457100.5003   	0.0003         	exoclock       	WASP-43b_6829_2015-03-18_Observatoire_des_Baronnies_Provençales_V_Anaël_Wünsche
WASP-43b       2457127.3477   	0.0006         	exoclock       	WASP-43b_6862_2015-04-14_Observatoire_des_Baronnies_Provençales_Clear_Anaël_Wünsche
WASP-43b       2457144.42829  	0.00056        	literature     	2016AJ....151..137H
WASP-43b       2457339.66318  	0.00011        	literature     	2017A&A...601A..53E
WASP-43b       2457397.4178   	0.00074        	literature     	2021ApJS..255...15W
WASP-43b       2457406.36778  	0.00021        	literature     	2021ApJS..255...15W
WASP-43b       2457423.45037  	0.00043        	literature     	2016AJ....151..137H
WASP-43b       2457433.21118  	0.00033        	literature     	2021ApJS..255...15W
WASP-43b       2457433.21158  	0.00098        	literature     	2021ApJS..255...15W
WASP-43b       2457477.13963  	0.00053        	literature     	2021ApJS..255...15W
WASP-43b       2457720.36812  	0.00071        	literature     	2021ApJS..255...15W
WASP-43b       2457826.12162  	0.00043        	literature     	2021ApJS..255...15W
WASP-43b       2457829.3723   	0.0006         	exoclock       	WASP-43b_7725_2017-03-16_Observatoire_des_Baronnies_Provençales_Clear_Anaël_Wünsche
WASP-43b       2457839.1346   	0.0002         	literature     	2021ApJS..255...15W
WASP-43b       2457854.591    	8e-05          	literature     	2020AJ....159...13W
WASP-43b       2458273.53019  	5e-05          	literature     	2020AJ....159...13W
WASP-43b       2458526.5219   	0.0003         	exoclock       	WASP-43b_8582_2019-02-12_Observatoire_des_Baronnies_Provençales_Clear_Anaël_Wünsche
WASP-43b       2458545.2307   	0.00026        	space          	WASP-43b_8605_2019-03-02_TESS
WASP-43b       2458546.04413  	0.00021        	space          	WASP-43b_8606_2019-03-03_TESS
WASP-43b       2458546.8577   	0.00022        	space          	WASP-43b_8607_2019-03-04_TESS
WASP-43b       2458547.67094  	0.00022        	space          	WASP-43b_8608_2019-03-05_TESS
WASP-43b       2458548.4844   	0.00022        	space          	WASP-43b_8609_2019-03-05_TESS
WASP-43b       2458549.2977   	0.00025        	space          	WASP-43b_8610_2019-03-06_TESS
WASP-43b       2458550.11114  	0.00023        	space          	WASP-43b_8611_2019-03-07_TESS
WASP-43b       2458550.9245   	0.0002         	space          	WASP-43b_8612_2019-03-08_TESS
WASP-43b       2458551.73869  	0.00018        	space          	WASP-43b_8613_2019-03-09_TESS
WASP-43b       2458552.55163  	0.00022        	space          	WASP-43b_8614_2019-03-10_TESS
WASP-43b       2458553.36506  	0.0002         	space          	WASP-43b_8615_2019-03-10_TESS
WASP-43b       2458554.17857  	0.00022        	space          	WASP-43b_8616_2019-03-11_TESS
WASP-43b       2458554.99233  	0.00026        	space          	WASP-43b_8617_2019-03-12_TESS
WASP-43b       2458558.24627  	0.0002         	space          	WASP-43b_8621_2019-03-15_TESS
WASP-43b       2458559.05958  	0.00024        	space          	WASP-43b_8622_2019-03-16_TESS
WASP-43b       2458560.68636  	0.00021        	space          	WASP-43b_8624_2019-03-18_TESS
WASP-43b       2458561.49983  	0.00025        	space          	WASP-43b_8625_2019-03-18_TESS
WASP-43b       2458562.31364  	0.00019        	space          	WASP-43b_8626_2019-03-19_TESS
WASP-43b       2458563.12703  	0.00022        	space          	WASP-43b_8627_2019-03-20_TESS
WASP-43b       2458563.94021  	0.00024        	space          	WASP-43b_8628_2019-03-21_TESS
WASP-43b       2458564.75423  	0.0002         	space          	WASP-43b_8629_2019-03-22_TESS
WASP-43b       2458565.56751  	0.00021        	space          	WASP-43b_8630_2019-03-23_TESS
WASP-43b       2458566.3804   	0.00021        	space          	WASP-43b_8631_2019-03-23_TESS
WASP-43b       2458567.19428  	0.00021        	space          	WASP-43b_8632_2019-03-24_TESS
WASP-43b       2458568.00797  	0.00021        	space          	WASP-43b_8633_2019-03-25_TESS
WASP-43b       2458570.4508   	0.0006         	exoclock       	WASP-43b_8636_2019-03-27_Observatoire_des_Baronnies_Provençales_R_Anaël_Wünsche
WASP-43b       2458848.6576   	0.0006         	exoclock       	WASP-43b_8978_2019-12-31_Horni_Halze_R_Pavel_Pintr
WASP-43b       2458866.5518   	0.0008         	exoclock       	WASP-43b_9000_2020-01-18_Forthimage_R_Mark_Phillips
WASP-43b       2458873.8733   	0.0012         	exoclock       	WASP-43b_9009_2020-01-25_MicroObservatory_located_at_Whipple_Observatory_Clear_Roger_Dymock
WASP-43b       2458897.465    	0.0003         	exoclock       	WASP-43b_9038_2020-02-17_Hampshire_Astronomical_Group,_Clanfield_Observatory_Rc_Stephen_Roy_Lewis_Futcher
WASP-43b       2458904.7864   	0.0018         	exoclock       	WASP-43b_9047_2020-02-25_MicroObservatory_Cecilia_Clear_Martin_Fowler
WASP-43b       2458923.49479  	0.00022        	exoclock       	WASP-43b_9070_2020-03-14_Observatoire_des_Baronnies_Provençales_Clear_Anaël_Wünsche
WASP-43b       2458928.3763   	0.0006         	exoclock       	WASP-43b_9076_2020-03-19_Cavallino_Lum_Mauro_Caló
WASP-43b       2458928.3774   	0.0009         	exoclock       	WASP-43b_9076_2020-03-19_Claudio_Lopresti_I_Claudio_Lopresti
WASP-43b       2458932.4451   	0.0005         	exoclock       	WASP-43b_9081_2020-03-23_I67_R_Geoffrey_Thurston
WASP-43b       2458941.3912   	0.0009         	exoclock       	WASP-43b_9092_2020-04-01_Albireo_Observatory_V_Francois_Hurter
WASP-43b       2458950.3383   	0.0007         	exoclock       	WASP-43b_9103_2020-04-10_Albireo_Observatory_Lum_Francois_Hurter
WASP-43b       2458954.407    	0.0009         	exoclock       	WASP-43b_9108_2020-04-14_MrKite47_Clear_Jean-Baptiste_Marquette
WASP-43b       2458954.4071   	0.0008         	exoclock       	WASP-43b_9108_2020-04-14_I67_R_Geoffrey_Thurston
WASP-43b       2458954.4074   	0.0003         	exoclock       	WASP-43b_9108_2020-04-14_Observatoire_des_Baronnies_Provençales_Clear_Anaël_Wünsche
WASP-43b       2458954.4077   	0.0009         	exoclock       	WASP-43b_9108_2020-04-14_Burnham_Observatory_R_Martin_Valentine_Crow
WASP-43b       2458954.4083   	0.0005         	exoclock       	WASP-43b_9108_2020-04-14_Observatoire_des_Baronnies_Provençales_Clear_Anaël_Wünsche
WASP-43b       2458963.3558   	0.0004         	exoclock       	WASP-43b_9119_2020-04-23_Alto-Observatory_Lum_Alberto_Tomatis
WASP-43b       2458963.3573   	0.0007         	exoclock       	WASP-43b_9119_2020-04-23_Cavallino_Lum_Mauro_Caló
WASP-43b       2459178.9231   	0.0019         	exoclock       	WASP-43b_9384_2020-11-25_MicroObservatory_located_at_Whipple_Observatory_Clear_Roger_Dymock
WASP-43b       2459183.8083   	0.0003         	exoclock       	WASP-43b_9390_2020-11-30_Deep_Sky_Chile_R_Yves_Jongen
WASP-43b       2459200.8936   	0.0012         	exoclock       	WASP-43b_9411_2020-12-17_MicroObservatory_Cecilia_Clear_Martin_Fowler
WASP-43b       2459210.6524   	0.0005         	exoclock       	WASP-43b_9423_2020-12-27_Observatoire_de_la_Cabergue_Lum_Jean-Claude_Mario
WASP-43b       2459231.8034   	0.0004         	exoclock       	WASP-43b_9449_2021-01-17_Deep_Sky_Chile_R_Yves_Jongen
WASP-43b       2459238.3081   	0.0011         	exoclock       	WASP-43b_9457_2021-01-23_Cepheid_Observatory_India_R_Kuldip_Vora
WASP-43b       2459240.7516   	0.0003         	exoclock       	WASP-43b_9460_2021-01-26_Deep_Sky_Chile_R_Yves_Jongen
WASP-43b       2459253.7671   	0.0003         	exoclock       	WASP-43b_9476_2021-02-08_Deep_Sky_Chile_R_Yves_Jongen
WASP-43b       2459256.20666  	0.00023        	space          	WASP-43b_9479_2021-02-10_TESS
WASP-43b       2459257.02068  	0.00021        	space          	WASP-43b_9480_2021-02-11_TESS
WASP-43b       2459257.83372  	0.00021        	space          	WASP-43b_9481_2021-02-12_TESS
WASP-43b       2459258.64735  	0.00024        	space          	WASP-43b_9482_2021-02-13_TESS
WASP-43b       2459259.46059  	0.00022        	space          	WASP-43b_9483_2021-02-13_TESS
WASP-43b       2459259.4621   	0.0007         	exoclock       	WASP-43b_9483_2021-02-13_Claudio_Lopresti_I_Claudio_Lopresti
WASP-43b       2459260.27434  	0.00023        	space          	WASP-43b_9484_2021-02-14_TESS
WASP-43b       2459261.08733  	0.00023        	space          	WASP-43b_9485_2021-02-15_TESS
WASP-43b       2459261.90131  	0.00021        	space          	WASP-43b_9486_2021-02-16_TESS
WASP-43b       2459262.71459  	0.00021        	space          	WASP-43b_9487_2021-02-17_TESS
WASP-43b       2459263.52793  	0.00021        	space          	WASP-43b_9488_2021-02-18_TESS
WASP-43b       2459264.34175  	0.00019        	space          	WASP-43b_9489_2021-02-18_TESS
WASP-43b       2459265.15497  	0.00022        	space          	WASP-43b_9490_2021-02-19_TESS
WASP-43b       2459265.96879  	0.00022        	space          	WASP-43b_9491_2021-02-20_TESS
WASP-43b       2459266.7815   	0.0013         	exoclock       	WASP-43b_9492_2021-02-21_MicroObservatory_located_at_Whipple_Observatory_Clear_Roger_Dymock
WASP-43b       2459266.78182  	0.0002         	space          	WASP-43b_9492_2021-02-21_TESS
WASP-43b       2459272.4765   	0.00018        	space          	WASP-43b_9499_2021-02-26_TESS
WASP-43b       2459273.28921  	0.00021        	space          	WASP-43b_9500_2021-02-27_TESS
WASP-43b       2459274.10278  	0.00022        	space          	WASP-43b_9501_2021-02-28_TESS
WASP-43b       2459274.91683  	0.00021        	space          	WASP-43b_9502_2021-03-01_TESS
WASP-43b       2459275.73039  	0.00022        	space          	WASP-43b_9503_2021-03-02_TESS
WASP-43b       2459276.54348  	0.00021        	space          	WASP-43b_9504_2021-03-03_TESS
WASP-43b       2459276.5447   	0.0025         	exoclock       	WASP-43b_9504_2021-03-03_Private_Observatory_(BLEW)_V_Leon_Bewersdorff
WASP-43b       2459276.5461   	0.001          	exoclock       	WASP-43b_9504_2021-03-03_Observatory_Kipshoven_(BLEW)_Clear_Leon_Bewersdorff
WASP-43b       2459277.3574   	0.00022        	space          	WASP-43b_9505_2021-03-03_TESS
WASP-43b       2459278.17078  	0.00023        	space          	WASP-43b_9506_2021-03-04_TESS
WASP-43b       2459278.98413  	0.00022        	space          	WASP-43b_9507_2021-03-05_TESS
WASP-43b       2459279.79797  	0.00022        	space          	WASP-43b_9508_2021-03-06_TESS
WASP-43b       2459281.4239   	0.0006         	exoclock       	WASP-43b_9510_2021-03-07_Claudio_Lopresti_I_Claudio_Lopresti
WASP-43b       2459281.42453  	0.00024        	exoclock       	WASP-43b_9510_2021-03-07_MarSEC_Marana_Space_Explorer_Center_Clear_Ivo_Peretto
WASP-43b       2459294.4387   	0.0011         	exoclock       	WASP-43b_9526_2021-03-20_Observatoire_Privé_du_Mont_(OPM)_Astrodon_ExoPlanet-BB_Didier_Laloum
WASP-43b       2459294.4408   	0.0005         	exoclock       	WASP-43b_9526_2021-03-20_Rasteau_Observatory_Lum_Yves_Jongen
WASP-43b       2459312.3356   	0.0008         	exoclock       	WASP-43b_9548_2021-04-07_Tartu_Observatory_R_Tõnis_Eenmäe
WASP-43b       2459312.3357   	0.0016         	exoclock       	WASP-43b_9548_2021-04-07_Observatoire_de_Duines_V_Valère_Perroud
WASP-43b       2459315.5913   	0.0004         	exoclock       	WASP-43b_9552_2021-04-11_El_Sauce_Observatory_Lum_Anaël_Wünsche
WASP-43b       2459338.3671   	0.0007         	exoclock       	WASP-43b_9580_2021-05-03_La_Montjoie_Clear_Dominique_Daniel
WASP-43b       2459550.6843   	0.0005         	exoclock       	WASP-43b_9841_2021-12-02_High_Atlas_Observatory_R_Aziz_Ettahar_Kaeouach
WASP-44b       2455434.3768   	0.0004         	literature     	2012MNRAS.422.1988A
WASP-44b       2455807.64374  	0.00013        	literature     	2013MNRAS.430.2932M
WASP-44b       2455836.729    	0.0002         	literature     	2013MNRAS.430.2932M
WASP-44b       2455836.729    	0.0002         	literature     	2013MNRAS.430.2932M
WASP-44b       2455836.72928  	0.00015        	literature     	2013MNRAS.430.2932M
WASP-44b       2455836.7298   	0.0003         	literature     	2013MNRAS.430.2932M
WASP-44b       2455841.57719  	0.00035        	literature     	2013MNRAS.430.2932M
